fsq_id,categories,chains,closed_bucket,distance,geocodes,link,location,name,related_places,timezone,id,alias,image_url,is_closed,url,review_count,rating,transactions,price,phone,display_phone,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,empty_slots,extra,free_bikes,latitude,longitude,timestamp
4b65b9f1f964a520fefb2ae3,"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]","[{'id': 'ab4a3530-d68a-012e-5619-003048cad9da', 'name': ""McDonald's""}]",VeryLikelyOpen,920.0,"{'main': {'latitude': 43.665065, 'longitude': -79.319}, 'roof': {'latitude': 43.665065, 'longitude': -79.319}}",/v3/places/4b65b9f1f964a520fefb2ae3,"{'address': '31 Woodward Ave', 'address_extended': '# 29', 'country': 'CA', 'cross_street': 'btw Queen St. E & Eastern Ave.', 'formatted_address': '31 Woodward Ave (btw Queen St. E & Eastern Ave.), Toronto ON M9N 2J3', 'locality': 'Toronto', 'postcode': 'M9N 2J3', 'region': 'ON'}",McDonald's,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c386c93dfb0e21ebf7faea8,"[{'id': 16003, 'name': 'Beach', 'short_name': 'Beach', 'plural_name': 'Beaches', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}}]",[],Unsure,34.0,"{'main': {'latitude': 43.660251, 'longitude': -79.30945}}",/v3/places/4c386c93dfb0e21ebf7faea8,"{'address': '76 Ashbridges Bay Pk', 'country': 'CA', 'cross_street': 'Lakeshore', 'formatted_address': '76 Ashbridges Bay Pk (Lakeshore), Toronto ON', 'locality': 'Toronto', 'region': 'ON'}",76 Gas Station,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ad4c05ef964a520bef620e3,"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}, {'id': 16003, 'name': 'Beach', 'short_name': 'Beach', 'plural_name': 'Beaches', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/beach_', 'suffix': '.png'}}]",[],VeryLikelyOpen,205.0,"{'main': {'latitude': 43.661719, 'longitude': -79.310897}, 'roof': {'latitude': 43.661719, 'longitude': -79.310897}}",/v3/places/4ad4c05ef964a520bef620e3,"{'address': ""Ashbridge's Bay Park Rd"", 'country': 'CA', 'formatted_address': ""Ashbridge's Bay Park Rd, Toronto ON M4M 1B4"", 'locality': 'Toronto', 'postcode': 'M4M 1B4', 'region': 'ON'}",Ashbridge's Bay Park,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ada281ef964a520441f21e3,"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",[],VeryLikelyOpen,452.0,"{'main': {'latitude': 43.661716, 'longitude': -79.307811}, 'roof': {'latitude': 43.661716, 'longitude': -79.307811}}",/v3/places/4ada281ef964a520441f21e3,"{'address': '1675 Lake Shore Blvd E', 'country': 'CA', 'cross_street': 'at Woodbine Ave', 'formatted_address': '1675 Lake Shore Blvd E (at Woodbine Ave), Toronto ON M4L 3W6', 'locality': 'Toronto', 'postcode': 'M4L 3W6', 'region': 'ON'}",Woodbine Beach Park,{'children': []},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c24f6c5b7b8a59313633de8,"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",[],VeryLikelyOpen,520.0,"{'main': {'latitude': 43.664834, 'longitude': -79.3105}}",/v3/places/4c24f6c5b7b8a59313633de8,"{'country': 'CA', 'cross_street': '', 'formatted_address': 'Toronto ON', 'locality': 'Toronto', 'region': 'ON'}",Woodbine Park Splash Pad,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfdec5a75c004d6fb5c08afa,"[{'id': 11163, 'name': 'Shipping, Freight, and Material Transportation Service', 'short_name': 'Shipping Service', 'plural_name': 'Shipping, Freight, and Material Transportation Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}}]",[],Unsure,560.0,"{'main': {'latitude': 43.665025, 'longitude': -79.309408}, 'roof': {'latitude': 43.665025, 'longitude': -79.309408}}",/v3/places/bfdec5a75c004d6fb5c08afa,"{'address': '34 Winners Cir', 'country': 'CA', 'formatted_address': '34 Winners Cir, Toronto ON M4L 3Z7', 'locality': 'Toronto', 'postcode': 'M4L 3Z7', 'region': 'ON'}",Attar Truckline Inc,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
4baa029cf964a52085433ae3,"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}, {'id': 18000, 'name': 'Sports and Recreation', 'short_name': 'Sports and Recreation', 'plural_name': 'Sports and Recreation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}]",[],VeryLikelyOpen,678.0,"{'main': {'latitude': 43.662892, 'longitude': -79.312532}}",/v3/places/4baa029cf964a52085433ae3,"{'address': 'Queen St', 'country': 'CA', 'cross_street': 'at Kingston Rd', 'formatted_address': 'Queen St (at Kingston Rd), Toronto ON M4L 1G7', 'locality': 'Toronto', 'postcode': 'M4L 1G7', 'region': 'ON'}",Woodbine Park,"{'children': [{'fsq_id': '59446319f2905e37c0e0abf7', 'categories': [{'id': 13026, 'name': 'BBQ Joint', 'short_name': 'BBQ', 'plural_name': 'BBQ Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}], 'name': 'Northern Heat Toronto Beaches Rib & Beer Festival'}]}",America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
61887b2d4467866f56d0f1e0,"[{'id': 10037, 'name': 'Concert Hall', 'short_name': 'Concert Hall', 'plural_name': 'Concert Halls', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}]",[],VeryLikelyOpen,817.0,"{'drop_off': {'latitude': 43.667068, 'longitude': -79.313347}, 'main': {'latitude': 43.666823, 'longitude': -79.313292}, 'roof': {'latitude': 43.666823, 'longitude': -79.313292}}",/v3/places/61887b2d4467866f56d0f1e0,"{'address': '1663 Queen St E', 'country': 'CA', 'cross_street': '', 'formatted_address': '1663 Queen St E, Toronto ON M4L 1H2', 'locality': 'Toronto', 'postcode': 'M4L 1H2', 'region': 'ON'}",History,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d4593c39296471f3b7f629c,"[{'id': 18039, 'name': 'Race Track', 'short_name': 'Race Track', 'plural_name': 'Race Tracks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/racetrack_', 'suffix': '.png'}}]",[],Unsure,819.0,"{'main': {'latitude': 43.66677, 'longitude': -79.314032}, 'roof': {'latitude': 43.66677, 'longitude': -79.314032}}",/v3/places/7d4593c39296471f3b7f629c,"{'address': '1661 Queen St E', 'country': 'CA', 'formatted_address': '1661 Queen St E, Toronto ON M4L 1G5', 'locality': 'Toronto', 'postcode': 'M4L 1G5', 'region': 'ON'}",Champions Greenwood,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ebdef63868542e3e6a6cfeb,"[{'id': 10008, 'name': 'Casino', 'short_name': 'Casino', 'plural_name': 'Casinos', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/casino_', 'suffix': '.png'}}]",[],Unsure,819.0,"{'main': {'latitude': 43.66677, 'longitude': -79.314032}, 'roof': {'latitude': 43.66677, 'longitude': -79.314032}}",/v3/places/2ebdef63868542e3e6a6cfeb,"{'address': '1661 Queen St E', 'country': 'CA', 'formatted_address': '1661 Queen St E, Toronto ON', 'locality': 'Toronto', 'region': 'ON'}",Greenwood Off-Track Wagering,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c4f17261af852002cca5629,"[{'id': 11124, 'name': 'Office', 'short_name': 'Office', 'plural_name': 'Offices', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],LikelyOpen,829.0,"{'drop_off': {'latitude': 43.666446, 'longitude': -79.3161}, 'main': {'latitude': 43.666232, 'longitude': -79.316051}, 'roof': {'latitude': 43.666232, 'longitude': -79.316051}}",/v3/places/5c4f17261af852002cca5629,"{'address': '1631 Queen St E', 'country': 'CA', 'cross_street': 'Coxwell', 'formatted_address': '1631 Queen St E (Coxwell), Toronto ON M4L 1G4', 'locality': 'Toronto', 'postcode': 'M4L 1G4', 'region': 'ON'}",Beaches Employment & Social Svc,{},America/Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",,,1045.2391009367125,,,,Delina Restaurant,,,kktb-uIc2YjNWOdbW4ktCg,delina-restaurant-toronto,https://s3-media4.fl.yelpcdn.com/bphoto/U66lN3ZekXdLnFYrptewdA/o.jpg,False,https://www.yelp.com/biz/delina-restaurant-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,56.0,4.5,[],$,16473482009.0,+1 647-348-2009,43.66864,-79.30517,1891 Queen Street E,,,Toronto,M4L 1H3,CA,ON,"['1891 Queen Street E', 'Toronto, ON M4L 1H3', 'Canada']",,,,,,
,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",,,942.8946663256972,,,,Jaclyn's,,,Ohengzi4viLEXqhK50aLxg,jaclyns-toronto,https://s3-media3.fl.yelpcdn.com/bphoto/XCWKUbJT1bEjNcAycavaHA/o.jpg,False,https://www.yelp.com/biz/jaclyns-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,16.0,4.5,[],,16479018809.0,+1 647-901-8809,43.66627,-79.31802,1588 Queen Street E,,,Toronto,M4L 1G1,CA,ON,"['1588 Queen Street E', 'Toronto, ON M4L 1G1', 'Canada']",,,,,,
,"[{'alias': 'pizza', 'title': 'Pizza'}]",,,1071.459455808708,,,,Otherside Pizza,,,YvLCs8k7xwjfZxH2jTwL9w,otherside-pizza-toronto,https://s3-media4.fl.yelpcdn.com/bphoto/QP7kExSMS7HWcZ2MUm1A1A/o.jpg,False,https://www.yelp.com/biz/otherside-pizza-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,9.0,4.5,[],,14166900174.0,+1 416-690-0174,43.6687276,-79.3043544,1911 Queen Street E,,,Toronto,M4L 1H3,CA,ON,"['1911 Queen Street E', 'Toronto, ON M4L 1H3', 'Canada']",,,,,,
,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bistros', 'title': 'Bistros'}]",,,968.462956216809,,,,Sauvignon Bistro,,,uChnTTQzV7Nu7EDrluF6uw,sauvignon-bistro-toronto-2,https://s3-media2.fl.yelpcdn.com/bphoto/MEYYbetZum9sYEWe5fd9ew/o.jpg,False,https://www.yelp.com/biz/sauvignon-bistro-toronto-2?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,42.0,4.0,[],$$$,14166861998.0,+1 416-686-1998,43.668453,-79.307099,1862 Queen Street E,,,Toronto,M4L 1H1,CA,ON,"['1862 Queen Street E', 'Toronto, ON M4L 1H1', 'Canada']",,,,,,
,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]",,,1096.1583098490364,,,,Nana's Creperie,,,KpX0J1HrDXAcy3wxCwI6Ww,nanas-creperie-toronto,https://s3-media3.fl.yelpcdn.com/bphoto/3v-dwU59Hk_eMMKjCSPG8A/o.jpg,False,https://www.yelp.com/biz/nanas-creperie-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,1.0,5.0,[],,14169205045.0,+1 416-920-5045,43.6689195,-79.3041969,1917 Queen Street E,,,Toronto,M4L 1H3,CA,ON,"['1917 Queen Street E', 'Toronto, ON M4L 1H3', 'Canada']",,,,,,
,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",,,999.882524133075,,,,Ichiban Sushi House,,,gfDi1N1HFhdyKnirFMBaeA,ichiban-sushi-house-toronto-5,https://s3-media3.fl.yelpcdn.com/bphoto/Z7upebaFcyRjw-OLHB60lQ/o.jpg,False,https://www.yelp.com/biz/ichiban-sushi-house-toronto-5?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,1.0,5.0,[],,14166901000.0,+1 416-690-1000,43.66869497167005,-79.30683061480522,1864 Queen Street E,,,Toronto,M4L 1H2,CA,ON,"['1864 Queen Street E', 'Toronto, ON M4L 1H2', 'Canada']",,,,,,
,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",,,1121.1739214524034,,,,British Style Fish & Chips,,,0ORDYMDX027EhfsoFOkNcQ,british-style-fish-and-chips-toronto,https://s3-media2.fl.yelpcdn.com/bphoto/WYwRiMc-Jx_bV-03C5ttgw/o.jpg,False,https://www.yelp.com/biz/british-style-fish-and-chips-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,53.0,4.0,[],$,14166987778.0,+1 416-698-7778,43.66861,-79.31723,73 Coxwell Avenue,,,Toronto,M4L 3B1,CA,ON,"['73 Coxwell Avenue', 'Toronto, ON M4L 3B1', 'Canada']",,,,,,
,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",,,1070.680178789626,,,,Chick-N-Joy,,,np6Eytu5v98oleQuQ5hT5Q,chick-n-joy-toronto,https://s3-media2.fl.yelpcdn.com/bphoto/Vqsyxsa0OxIus4Vv-pyo0g/o.jpg,False,https://www.yelp.com/biz/chick-n-joy-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,57.0,4.0,[],$,14164615848.0,+1 416-461-5848,43.66509,-79.32132,1483 Queen Street E,,,Toronto,M4L 1E2,CA,ON,"['1483 Queen Street E', 'Toronto, ON M4L 1E2', 'Canada']",,,,,,
,"[{'alias': 'pizza', 'title': 'Pizza'}]",,,1013.5365775914402,,,,Maestro Omar’s Gourmet Pizza,,,WoPiDRfK8m8jODlQMixBlQ,maestro-omar-s-gourmet-pizza-toronto,https://s3-media2.fl.yelpcdn.com/bphoto/JHRHSi6Bt7HF_9mTrAOdKA/o.jpg,False,https://www.yelp.com/biz/maestro-omar-s-gourmet-pizza-toronto?adjust_creative=c4s8hL5cMM8HTeyH93-Hxw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4s8hL5cMM8HTeyH93-Hxw,9.0,4.0,[],,14167927492.0,+1 416-792-7492,43.66906,-79.31196,66 Kingston Road,,,Toronto,M4L 1S4,CA,ON,"['66 Kingston Road', 'Toronto, ON M4L 1S4', 'Canada']",,,,,,
